,Message,Label,Language
3336,"ditto. worry saying anything anymore. like said last night, whatever want i'll same. peace.",0,en
3337,"3 free tarot texts! find love life now! try 3 free! text chance 85555 16 only! 3 free, msgs å£1.50",1,en
3338,train back northampton i'm afraid not! i'm staying skyving today ho ho! around wednesday though. fancy comedy club week way?,0,en
3340,nasılsınız zeynep abla iyimisiniz :),0,tr
3341,"kampüs yok, küçük okul benim sorun değil. benim işim dışarıda olacak zaten :)",0,tr
3342,meeting ì_ rite i'll go home lor. ì_ dun feel like comin ok.,0,en
3343,tamam hocam b'nde şimdi onlara bakıyorum msj attım dönmelerini bekliorum gerk kalmamış tamam dr :) :),0,tr
3345,teşekkür ederim hocam. yarın elden teslim edilecek. gerek kalmadı. sağolun tekrar için. slm.,0,tr
3346,"transfer uang'nya rekening bni ini, a/n. ismawati. rek: 0248147033. sms klo sdh kirim.",1,id
3347,boyner ykmde sana ozel kampanyayla online alisverislerinde 50 tl uzerine 25 150 tl uzerine 50 300 tl uzerine 100 tl degerinde paracik kazan kampanya detay URL TOKEN googl wu2e1o sms almak istemiyorsaniz ret hopi yazip 3347ye gonderin,1,tr
3348,mobile 11mths ? update free oranges latest colour camera mobiles & unlimited weekend calls. call mobile upd8 freefone 08000839402 2stoptxt,1,en
3349,kelebek cildirdi! 28 kasim'da milyonlarca kelebekli urunde net %50 indirim! tum zamanlarin zengin kelebek'ini kacirmayin! bilgi icin 4442967. boyner sms veri tabaninda kayitli oldugunuz icin iletiyi aliyorsunuz. cikmak icin ret boyner yazip 5956'ya,1,tr
3350,hımm yolda kaybolma,0,tr
3351,wow healthy. old airport rd lor. cant thk anything else. i'll b bathing dog later.,0,en
3352,"guys, ganti template nya.",0,id
3353,"kampanya-hyundai'den 30 kasim'a kadar i10 i20 modellerinde %0 faize ek olarak ogretmenlere ozel ilave indirim! bilgi hynd.co/ucag4asc kod:hyo112 sms almak istemiyorsaniz ucretsiz olarak ""hyn"" yazip 3607'ye gonderin. mersis6417374276976368",1,tr
3354,dunno lei shd b driving lor cos go sch 1 hr oni.,0,en
3355,once gectik simitciyi 2 dk kacirdin :)),0,tr
3356,tugcular'da sezon sonu indirimi! kabanlarda %70 pantolonlarda %50'ye varan firsatlar 39 tl'ye trikolar sizi bekliyor. cikis:tugcular yaz 4609 a mesaj at.,1,tr
3357,rgent! 2nd attempt contact u!u å£1250 call 09071512433 b4 050703 t&csbcm4235wc1n3xx. callcost 150ppm mobilesvary. maxå£7. 50,1,en
3358,internetan puas aja butuh kuota besar. paket sumo 30gb 30hari jaringan. beli *123*3*3#. info 123. d956,1,id
3359,"cobaan teh dy, kadang cewe mah overthink overreact",0,id
3360,kaç haftalık oldu,0,tr
3361,aferin,0,tr
3362,hi dear saw dear. happy. battery low,0,en
3363,crazy ar he's married. ìï like gd looking guys me. frens like say he's korean leona's fave dun thk is. aft thinking mayb prob i'll go.,0,en
3364,u ask next sat not. make i'm ok lor.,0,en
3365,drama pls.i enough family struggling hot sun strange place.no reason ego going 'if invited' actually necessity go.wait serious reppurcussions.,0,en
3366,paraf gibgovtr den yapacaginiz mtv odemelerinize 3 5 taksit ustelik onur airden tum ucuslarda 30 indirim firsatiyla URL TOKEN urlparafcardcomtr 15,1,tr
3368,"gunun super firsati korkmaz elektrikli caydanlik ucretsiz kargo sadece 109,90tl! n11.com/korkmaz sms iptali icin n11 iptal yazip 2924'e gonderebilirsiniz",1,tr
3369,5 yildiz kapali havuzlu side crown palace otelde 4 gece 5 gun hersey dahil konaklama kisi basi toplam 289 tl 0-12 yas cocuk ucretsiz rezervasyon 02429010702,1,tr
3370,denizli pamukkale barika termal hotel kampanya! aksam canli muzikli 4 gun 3 gece tam pansiyon tatil 207 tl hemen ara 02589880188 www.barikatermal.com,1,tr
3371,yok sınavlara gidip gelecek bende kaliyor,0,tr
3372,oh yeah clearly fault,0,en
3373,"thanx. yup coming back sun. finish dinner going back 2 hotel now. time flies, we're tog 4 exactly mth today. hope we'll haf many mths come...",0,en
3374,"pelanggan yth, selamat, men-dpt hadiah dr: pengundian pt . indofood popmie pin fh53x77, u/info klik:www.pop-mie-indofood.webs.com",1,id
3375,"tam 30tl bonus firsati! 6-9 mart arasi bonus istediginiz yerde toplam 300tl alisveris yapin, 30tl bonus kazanin! 3340'a sans yazin,gonderin bonus.com.tr/s1",1,tr
3377,"selamat nomor 3care terpilih mendptkan hadiah 1unit mobil toyota yaris, pin pemenang anda:(8jf2177). u/info cek di: www.caretri.blogspot.com",1,id
3378,"super wow! gratis 12 gb kamu, ckup dgn isi pulsa minimun rp 100 ribu s.d 22 november. berlaku kali kesempatan & berlaku akumulasi loh! tl053c",1,id
3379,mobile 11 months more? u r entitled update latest colour mobiles camera free! call mobile update co free 08002986030,1,en
3380,money dostu! 19 mart-21 nisanda migrosta toplam 200tl alisveris petrol ofisinde toplam 200tl yakit alimina 40tl puan! moneypo yaz 5818e gonder. bilgi:4441044,1,tr
3381,savunma sen meseleyi umursadığımı sanıyorsun hala,0,tr
3382,"vakifbank worldcarda 30 nisana kadar gida,giyimde ilk 100tl sonrasi 100tlye 10tl,maks.50tl worldpuan.nisan yaz,kart son 6 hane 6635e gonder.vakifkart.com.tr",1,tr
3383,son 4 gun! size ozel net %60 indirime ek +%10 indirim icin ogretmen kimliginizle bekliyoruz. ustelik indirim ceki firsati devam ediyor. ogretmenler gununuz kutlu olsun. bilgi: 0800 261 1938. cikmak icin kgl yazip 2454'e gonderebilirsiniz. mersis:056200356,1,tr
3384,"i'm used it. hope agents drop since i've booked things year. whole boston, nyc experiment.",0,en
3385,stitch trouser,0,en
3386,abim yarın sabah söyleyeyim mi şimdi fiyat alamadım .,0,tr
3387,%70 net indirim basladi! yeni yil hediyelerinizi birlikte secmek icin sizi kigili magazalarimiza bekliyoruz. mutlu yillar.,1,tr
3388,"\gimme few\"" &lt;#&gt; minutes ago""",0,en
3389,kargo bedava iki adet oralb pro expert dis fircasi 2156 tl yerine sadece 1090 tl kacirmayin URL TOKEN googl ko2ltm sms listesinden cikmak icin gittigidiyor ret iletisim icin gg iletisim yazip 4933e gonderin mersis 0396045885100010,1,tr
3390,happy new year no.1 man,0,en
3392,bugune ozel fiyatiyla quatro m1453 cep telefonu sadece 589tl! ucretsiz kargo firsatiyla hemen alin: n11.com/quatro-mobile,1,tr
3393,bilmiyorum birinci kız gerontolojiden mezunu. yüzden diploma notu yüksek. i̇lk sırada 93. mahmut hoca öyle bir adam zaten lisansta bile sevdiği cemaatten olan öğrencilere soruları verirdi. yüksek not 65 onun soruyu bence kimse yapamamış,0,tr
3394,fiyat kacmaz samsung galaxy s4 akilli telefon 999 tl ustelik 25 tl worldpuan hediye URL TOKEN bitly 14klk5d,1,tr
3395,tamamdır,0,tr
3396,"since when, side, fever, vomitin.",0,en
3397,aynen oyle,0,tr
3398,"yepyeni modelleriyle nakisli, dantelli, jakarli, bambu, tum havlularda haftaya ozel %50 + %50 ekstra indirim! magazalarda www.madamecoco.com'da",1,tr
3400,"nope. since ayo travelled, forgotten guy",0,en
3401,know mallika sherawat yesterday? find @ &lt;url&gt;,0,en
3402,benim uzun bi tatil oldu,0,tr
3403,"arum k prasodjo operator tri jkt pst pt.pos persero surat pemberitahuan alamat registrasi kartu tri temukan kirim sms info ini.selamat!,nomor menang undian tri siarkan mnctv tgl 11-agustus 2015 pemenang ke2 pin undian;333342m.lengkapi prosedur hadiah jatuh tempo klik;http//www.gebyar-trichampions.jimdo.com.",1,id
3404,world's happiest frnds never characters... dey best understanding differences...,0,en
3405,tm eve varinca yaz kizlar napiyo,0,tr
3406,"yepyeni g7 12'li performans seti! kapsul, buyutucu, geciktirici, ask damlasi, parfum, +18 kahve, jel, kondom, 4 mendil kargo dahil 29 tl! cagri atin 05438775654",1,tr
3407,seneye yen'i evini ziyarete geliriz hayırlı olsuna inşallah,0,tr
3408,smile right go world wonder smiling think crazy keep away ... *grins*,0,en
3409,"aight do, thanks comin",0,en
3410,wish u here. feel alone,0,en
3411,pls go today &lt;#&gt; . dont want excuses,0,en
3412,show wot say could u c 4 dust?,0,en
3413,size ozel 20 tl hediye cekiniz hesabinizda sizi bekliyor kosullar icin tiklayin firsati kacirmayin URL TOKEN hizlialcom r6950 20tl,1,tr
3414,checking you. really miss seeing jeremiah. great month,0,en
3415,"td pagi sms. pt.tri.3simcard resmi m-dptkan hadiah honda jazz rs. kode pin:477bfg7s, info hub:089606490199 klik:www.pusat-tri.blogspot.com",1,id
3416,ben izinliyim,0,tr
3417,no. yes please. swimming?,0,en
3418,vakifbank worldcardla 30 kasima kadar atm 4440724 telefon bankaciligindan 1200tl nakitetaksit kullanin 148 tlden baslayan taksitlerle 9 taksitte odeyin.,1,tr
3419,tataytlı değil...malesef tek üst,0,tr
3420,udah aa aa sih. makan mah cewek2. lupa ih mukanya dy gak nginget wajah hahaha,0,id
3421,"hack chat. get backdoor entry 121 chat rooms fraction cost. reply neo69 call 09050280520, subscribe 25p pm. dps, bcm box 8027 ldn, wc1n3xx",1,en
3422,i̇nşallah bir dahaki sefere ponçiğimi sizi görebilirim.,0,tr
3423,halkbank 77. yila ozel! 23 mayis'ta paraf pos'undan yapilacak 100tl üzeri ilk isleme 10tl parafpara! kutla yaz kart son 6 haneyi 3404'e gonder!parafcard.com,1,tr
3424,evet birkac kisi donus yaptı,0,tr
3425,"kampanya, vakifbank worldcardla 31mayisa kadar world uyesi gida,giyim,restoran,beyaz esyada ilk 100tl sonrasi 100tl alisverise 10tl, maks. 50tl worldpuan. katilmak icin mayis yaz, kartin son 6 hanesini 6635e gonder.",1,tr
3427,still grand prix?,0,en
3428,:) tamam canım benim fatma abla burda,0,tr
3429,;) düzeltme gönderdik,0,tr
3430,kigili'da %70+%20 indirim! ustelik sevgililer gunu'ne ozel tasarim triko+gomleklerde +%10 indirim firsati sizinle. son gun:14 subat bilgi:08002611938. cikis: kgl yazip 2454'e gonderebilirsiniz. mersis:0562003566100015,1,tr
3431,hocanin no yu versem konusur musun,0,tr
3432,"hatemoglu'nda buyuk kis indirimi basladi! gomlek 29.90,pantolon 49.90,ceket 199.50,takim 199.50,kaban 199,50tl. ustelik secili 2.urun extra %30 indirimli..",1,tr
3433,not?,0,en
3434,gizli gizli yazmışımdır kesin bayılırım küçük sürprizlere,0,tr
3435,ho ho - big belly laugh! see ya tomo,0,en
3436,terima kasih pengisian counter war pul cell. info: melayani pembayaran tagihan pln,1,id
3437,i̇yiyiz düşmüyor yolun buralara,0,tr
3438,"eh kosan nama1 maksudnya, temen nama1 , september",0,id
3439,jd kpnnnih? kekantor ambil form. lg ngasih laporan sekaligus. jd laporan ga lampiran,0,id
3440,hyundai'den %0 faiz 4.360 tl'ye varan nakit indirimine ek olarak ogretmenlere ozel fiyat avantajlari! ozel kod:ho124 www.hyundai.com/tr (yeni i20 haric),1,tr
3441,bold 2 &lt;#&gt; .,0,en
3442,degerli musterimiz tarifenize uygun paketleri goruntulemek satin almak icin *120# servisimizden 7/24 yararlanabilirsiniz.,1,tr
3443,ertelersek güzel olur,0,tr
3444,"dear all, know &lt;#&gt; th &lt;#&gt; th birthday loving gopalettan. planning give small gift day. like participate welcome. please contact admin team details",0,en
3445,home way,0,en
3446,sayin hakan ari firsat kacmaz ! mesaji alan herkese tanitim amacli performans setimiz bugune ozel sprey+damla+kapsul danisma hatti 02129451842,1,tr
3447,"degerli musterimiz, guncel fatura bilginizi goruntulemek, kampanya tarifenizden kalan dakikalarinizi goruntulemek icin online hizmet uygulamamizi deneyin!",1,tr
3448,rct' thnq adrian u text. rgds vatian,1,en
3449,remember day..,0,en
3450,takin shower yeah i'll leave i'm done,0,en
3451,tried contact offer new video phone 750 anytime network mins half price rental camcorder call 08000930705 reply delivery wed,1,en
3452,bugun biraz keyifsiz mi geciyor hemen tikla yepyeni 2015 oyunlari cep telefonundan sinirsiz oyna keyfin yerine gelsin URL TOKEN moyundunyasimobi landing,1,tr
3453,"kartu 4g-lte aktif dapatkan kuota tambahan sd 10gb&konten menarik dijaringan 4g, hub *123*46#. info lokasi www.indosatooredoo.com/4g",1,id
3454,gr8 see message. r u leaving? congrats dear. school wat r ur plans.,0,en
3455,paraf prontotourcomda yapacaginiz 1500tl uzeri ilk isleminize tam 150 tl indirim URL TOKEN urlparafcardcomtr 8h sms iptal icin ret yazip 3404e gonderebilirsiniz mersis0456000468500132,1,tr
3456,çocuk yapın kervanına sen katılma,0,tr
3457,ben seni öpüyorum,0,tr
3458,sent them. like?,0,en
3459,"kesempatan agen pulsa mkios all operator harga v5=4500, v10=8500, v20=18rb, v25=23rb, v50=45rb, v100=90rb ketik daftar kirim 087888366677",1,id
3460,teşekkürler hızlı bir planlama yapıp haber vereyim size,0,tr
3461,sok ! sok! sok! farmaside 30-31 ocak cumartesi pazar gunu ocak ayi kampanyasina ozel 50tl uzeri siparislerinize kargo bedava! size ozel fiyatlari kacirmayin!,1,tr
3462,\hi babe uawake?feellikw shit.justfound via aletter thatmum gotmarried 4thnov.behind ourbacks åð fuckinnice!selfish,0,en
3463,i've sent it. send me.,0,en
3464,ngerasa bersalah ama sebenernya,0,id
3465,cahaya travel tiket murah & promo penerbangan domestic & internasional online booking 24 jam hub 081310537888 kelik www.cahayatourtravel.com,1,id
3466,belli oldu zaman geleceğin? yarın geliyor musun?,0,tr
3467,i'll probably around mu lot,0,en
3469,anything lar...,0,en
3470,\er,0,en
3471,ummma.will call check in.our life begin qatar pls pray hard.,0,en
3472,hello. going village pub 8 either come accordingly. ok?,0,en
3473,"ok omw now, castor?",0,en
3474,kampanya kozmetik saat gozlukte 50 tlye varan indirim firsati URL TOKEN googl 9hvaiv sms listemizden cikmak icin 4933e kliksa ret yazip yollayabilirsiniz,1,tr
3475,oh:)as usual vijay film different?,0,en
3476,sana uygun baybayan adaylar tanismak icin tikla URL TOKEN arkadajcom sl 761c42,1,tr
3477,rengarenk tum mutfak urunleri %50 indirimle magazalarimizda www.englishhome.com.tr'de!sms almamak icin ret yazip 4909'a gonderin.mersis:0326026979700012,1,tr
3478,temiz hava öyle ondan dedim yormuştur ablam,0,tr
3479,cps causing outages conserve energy.,0,en
3480,tum ev giysileri bornozlar %50 indirimle magazalarimizda www.englishhome.com.tr'de! sms almamak icin ret yazip 4909'a gonderin.mersis:0326026979700012,1,tr
3481,you! expect whenever text! hope goes well tomo,0,en
3482,bugun yetistiriyorum. hayati beyin yogunlugundan kaynakli cok ozur dilerim. saygilar,0,tr
3483,aynen yarn akşam 6.45 te otobüs aldık bileti bi değişilik yok,0,tr
3484,"bermasalah dgn cc/kt@, stres dgn bunga, pelunasan disc s/d 75%. hub: aty 082134976289(wa)/087888869297. legal",1,id
3485,u sick still go shopping?,0,en
3486,usually person unconscious that's children adults may behave abnormally. i.ll call,0,en
3487,dont thnk wrong calling us,0,en
3488,kucuk tasarruflarinizi buyuk birikimlere donusturecek urunler is bankasi'nda. ayrintili bilgi: www.isbank.com.tr. - sms istemiyorsaniz iptal yazip 4722'ye gonderebilirsiniz. iletisim veri tabanimizda kayitlisiniz. turkiye is bankasi a.s.,1,tr
3489,"jus hope true missin cos i'm really missin him! done anything feel guilty about, yet.",0,en
3490,leave de:-). start prepare next:-)..,0,en
3491,"sppok ur mob halloween collection nokia logo&pic message plus free eerie tone, txt card spook 8007",1,en
3492,açmiyor,0,tr
3493,faiz vade farki odemeden ev otomobil sahibi olmak ister misiniz? ay 887 aileyi ev sahibi yaptik. simdi sira sizde! 444 36 46,1,tr
3494,great. safe trip. dont panic surrender all.,0,en
3495,abim denetimdeyiz arıyorum sonra hemen,0,tr
3497,"mugla park outlet kigili'da indirim panayirini kacirmayin! %70+%20 indirim firsatiyla gomlek 49, triko 55, pantolon 59, ceket 149, kaban 199, takim elbise 199 tl'den baslayan fiyatlarla. bilgi:08002611938. cikis: kgl yazip 2454'e gonderebilirsiniz. mersis:0562003566100015",1,tr
3498,mistikcim cami degisecek s3 u bugun gonderdim soylemeyi unutmustum :) malum yasliyiz :) iyi geceler ;),0,tr
3499,markafoni uygulamasiyla alisveris yapmak simdi cok kolay hizli avantajli renkli uygulamamizi hemen indirmek icin tikla URL TOKEN bitly 2pmn4dd sms iptal icin 3172ye markafoni ret mersis no0925040576400013,1,tr
3500,make 3! 4 fucks sake?! x,0,en
3501,cns avm 'de byn body 8.99 - triko 14.99 - kaban 29.99 - sisme mont 49.99 tl 'den baslayan fiyatlarla .keyifli alisverisler.,1,tr
3502,tamam canım zaman başka zamana,0,tr
3503,evet güzelim geldim :) almanya'dan ablam geldi bütün aile toplaştık özlemişim iyi geldi.,0,tr
3504,cashbin.co.uk (get lots cash weekend!) www.cashbin.co.uk dear welcome weekend got biggest best ever cash give away!! these..,1,en
3505,"1-17 haziran tarihleri arasinda internet cep subesi'ne giris yaptiniz, dominos'tan orta boy ince cazip pizza 1 lt. coca-cola'yi %50 indirimle almaya hak kazandiniz. kodunuzu 31 temmuz'a kadar kullanabilirsiniz. kodunuz: ed10ea61",1,tr
3506,nasılsın herşey yolunda,0,tr
3507,spare power supplies,0,en
3508,dating:i two these. started sent text talk sport radio last week. connection think coincidence?,1,en
3509,kampanya tv alisverislerinizde 200 tlye varan aninda indirim URL TOKEN googl nfjqc8 sms listemizden cikmak icin 4933e kliksa ret yazip yollayabilirsiniz,1,tr
3510,fethiye'ye,0,tr
3511,internet ucreti odemeden muzik dinlemek icin dinle yazip 2222 ye gonderin!,1,tr
3512,alright tyler's got minor crisis home sooner thought asap,0,en
3513,bank say money?,0,en
3514,yanben sabahta bilgisayarıma bağlandım fakat şuan bağlanamıyorum,0,tr
3515,i'm home...,0,en
3516,"sy rudi jambi, bgi tman2 yg kalah togel kalahkan bandar hub mbah ros 082325557768 jamin tembus, sy sdh buktikan 4d 50jt.",1,id
3517,fine. remember me.,0,en
3518,got called tool?,0,en
3519,bonus'tan bp'de ayri gunlerde 4 100 tl uzeri akaryakit harcamaniza 25 tl bonus.ilk harcamadan once bpbonus yaz 3340'a gonder!son gun 15 nisan! bonus.com.tr,1,tr
3521,ah kızım benim geçmiş olsun,0,tr
3523,aslinda taş kabartmali duvar kagitlarida var,0,tr
3524,"butuh piknik?ada nih liburan gratis hongkong!cara:pake pulsa axis hp androidmu transaksi sebanyak2nya items pokemon go,bigo,coc, dll!info838 ld328",1,id
3525,2% students solved cat question 'xam... 5+3+2= &lt;#&gt; 9+2+4= &lt;#&gt; 8+6+3= &lt;#&gt; 7+2+5=????? tell answer u r brilliant...1thing.i got answr.,0,en
